Roma Agrawal CEng, MIStructE, MIET, FRICS   Structural Engineer, Associate Director, AECOM, 2016
Professor Helen Atkinson CBE, FREng   Head of Department of Engineering, University of Leicester, 2016
Danella Bagnall   Chief Product Engineer, Jaguar Land Rover, 2016
Faye Banks FIET, FCMI, FinstLm, CEng, Cmgr   Head of Operations North East, National Grid, 2016
Alison Baptiste CEng, FICE, BEng, MSc, MCIWEM   Director of Strategy and Investment, Flood and Coastal Risk Management, Environment Agency, 2016
Jayne Bryant FREng, CEng, FIET, FWES   Engineering Director Defence Information, BAE Systems, 2016
Muffy Calder OBE, FRSE, FREng    Vice-Principal and Head of College of Science and Engineering, University of Glasgow, 2016
Liv Carroll DIC, CGeol, FGS, FIMMM   Chartered Geologist, Geological Society, 2016
Jacqueline Castle CEng, FIMechE, FRAeS   Chief Engineer A330neo Wing, Airbus UK, 2016
Amanda Chessell CBE, FREng    Distinguished Engineer, IBM, 2016
Naomi Climer FREng, CEng, FIET President, IET, Institution of Engineering and Technology, 2016
Susan Dio   Chief Executive Officer, BP Shipping Limited, 2016
Dr Michèle Dix CBE, CEng, FICE, FCIHT, FCILT Managing Director, Crossrail 2, Transport for London (TfL), 2016
Professor Dame Ann Dowling President of the Royal Academy of Engineering, Professor of Mechanical Engineering, Deputy Vice-Chancellor, University of Cambridge, 2016
Elizabeth Eastaugh Global Head - Customer Experience, Expedia, 2016
Dawn Elizabeth Elson CEng, FICE, FIMechE, FRAeS, FWES   Group Engineering Director, Merlin Entertainments Group, 2016
Jane Gartshore FInstR  Director, Cool Concerns Ltd, 2016
Professor Lynn Gladden CBE, FRS, FREng   Shell Professor of Chemical Engineering, University of Cambridge, 2016
Dr Paulina Bohdanowicz-Godfrey Director Energy and Environment, Hilton Worldwide, 2016
Dame Judith Hackitt CBE, FREng Chair, EEF, 2016
Professor Dame Wendy Hall DBE, FRS, FREng  Director, Web Science Institute, University of Southampton, 2016
Eur Ing Louise Hardy CEng, FICE, CMgr, FCMI, FWES   Non Executive Director, Sirius Minerals Plc, 2016
Professor Caroline Hargrove CEng, FIMechE Technical Director, McLaren Applied Technologies, 2016
Professor Karen Holford FREng, FWES, FLSW, CEng, FIMechE   Pro Vice-Chancellor, Cardiff University, 2016
Ying Hu  Manufacturing Systems Engineer, Rolls Royce Plc, 2016
Dame Sue Ion FREng, FRS Chair NIRAB, Nuclear Innovation and Research Advisory Board, 2016
Lady Barbara Judge CBE Chairman Emeritus, UK Atomic Energy Authority, 2016
Julia King, Baroness Brown of Cambridge DBE, FREng   Vice-Chancellor and Chief Executive, Aston University, 2016
Ailie MacAdam FICE, MIChemE Managing Director, Europe and Africa, Infrastructure, Bechtel, 2016
Dr Cathy McClay Head of Commercial, Electricity, National Grid, 2016
Steph McGovern Presenter, BBC Breakfast, 2016
Linda Miller PEng (USA) Senior Project Manager, Bechtel, 2016
Dervilla Mitchell CBE Director, Arup, 2016
Heidi Mottram OBE Chief Executive Officer, Northumbrian Water Group, 2016
Alison Nimmo CBE Chief Executive, The Crown Estate, 2016
Belinda Oldfield FICE, AMIoW   General Manager, Scottish Water, 2016
Chi Onwurah MP, CEng, FIET, FCGI   MP, UK Government, 2016
Isobel Pollock-Hulf OBE, CEng, Hon DSc, FIMechE, FCGI   Master, Worshipful Company of Engineers, 2016
Dr Haifa Ross Head of School of Engineering, Solihull College and University Centre, 2016
Helen Samuels United Utilities, 2016
Dr Angela Seeney FEI, CEng, CEng, CPet Eng   Director Technology, Supply Chain and Decommissioning, Oil & Gas Authority, 2016
Dr Nina Skorupska CBE, FEI   Chief Executive, Renewable Energy Association, 2016
Jane Simpson Chief Engineer, Network Rail, 2016
Dana Skelley OBE   Director of Asset Management, Transport for London, 2016
Rachel Skinner CEng, FICE, TPP, MCIHT   Director, Development, WSP Parsons Brinckerhoff, 2016
Dr Debbie Smith  OBE, FIFE, CPhys, MInstP   Managing Director, BRE Global, 2016
Vicky Stewart MIOA, MWED   Associate Acoustic Consultant, Atkins, 2016
Professor Eleanor Stride Professor of Engineering Science, University of Oxford, 2016
Dr Alison Vincent Chief Technology Officer, Cisco International Ltd, 2016
Katherine Ward CEng, MICE   Group Head, Offshore Wind, Atkins, 2016
